3962	14	3927	1926-##-##	1929-##-##
653	1	302	2016-##-##	####-##-##
6663	20	6665	2001-##-##	2001-##-##
2481	9	2482	1898-##-##	1912-##-##
11498	22	9762	2004-##-##	2005-##-##
11413	22	10245	2000-##-##	2000-##-##
4028	14	3431	2007-##-##	2012-##-##
8882	17	6917	1971-##-##	1971-##-##
12244	22	9921	1999-##-##	2008-##-##
12030	22	9784	2013-##-##	2014-##-##
2584	9	2482	1935-##-##	1947-##-##
8270	20	6671	1985-##-##	1985-##-##
8804	20	6780	1958-##-##	1958-##-##
138	1	125	1790-##-##	1871-##-##
11738	22	10456	2007-##-##	2009-##-##
7522	17	6067	1985-##-##	1985-##-##
1896	14	3450	1965-##-##	1988-##-##
12406	22	9788	1997-##-##	1997-##-##
12305	22	9856	1990-##-##	1991-##-##
10916	22	9820	1997-##-##	1999-##-##
612	1	487	####-##-##	2014-##-##
5160	15	4987	2009-##-##	####-##-##
5814	20	6028	1996-##-##	1996-##-##
4265	14	3431	2012-##-##	2017-##-##
659	5	1934	1989-##-##	####-##-##
8492	20	6706	1904-##-##	1904-##-##
8081	20	9245	2013-##-##	2013-##-##
2680	14	3450	2009-##-##	2013-##-##
10290	22	9643	2011-##-##	2011-##-##
12352	22	10697	2000-##-##	2002-##-##
12486	22	11059	2009-##-##	####-##-##
12536	23	2951	1910-##-##	1914-##-##
8516	17	7477	1954-##-##	1954-##-##
9778	22	5468	2006-##-##	2007-##-##
9962	22	9804	2004-##-##	2006-##-##
1227	1	129	1920-##-##	####-##-##
10899	22	10631	1998-##-##	1999-##-##
10492	22	10166	2005-##-##	2005-##-##
3324	13	3267	1984-##-##	####-##-##
11052	22	9630	2004-##-##	2004-##-##
8701	17	5798	1990-##-##	1990-##-##
11432	22	10263	1996-##-##	2002-##-##
11753	22	9651	1991-##-##	1993-##-##
3968	14	3431	2007-##-##	2012-##-##
514	1	487	####-##-##	2014-##-##
2214	9	2495	1966-##-##	####-##-##
4771	14	4509	2008-##-##	2009-##-##
11152	22	11155	2005-##-##	2016-##-##
9154	19	9155	1784-##-##	1785-##-##
7086	17	6216	1993-##-##	1993-##-##
11592	22	10763	2007-##-##	2008-##-##
11862	22	10073	2013-##-##	2015-##-##
5678	16	5696	2001-##-##	2001-##-##
6483	17	6198	1998-##-##	1998-##-##
11888	22	9800	1973-##-##	1985-##-##
12161	22	10051	2007-##-##	2009-##-##
2428	20	6770	2005-##-##	2005-##-##
8366	17	7530	1992-##-##	1992-##-##
12336	22	10795	2007-##-##	2008-##-##
5323	15	5010	2012-##-##	####-##-##
1294	1	129	1920-##-##	####-##-##
3630	14	3543	1990-##-##	1991-##-##
3575	14	3473	1999-##-##	2001-##-##
5506	22	10297	1976-##-##	1976-##-##
12239	22	10920	2005-##-##	2006-##-##
716	1	148	1790-##-##	1968-##-##
6636	20	7092	1954-##-##	1954-##-##
69	0	72	1727-##-##	1927-##-##
1910	14	3971	1919-##-##	1920-##-##
4426	14	3822	1902-##-##	1917-##-##
8024	20	6765	1973-##-##	1973-##-##
5446	16	5448	2003-##-##	2003-##-##
7693	17	7499	1983-##-##	1983-##-##
7674	17	7675	2003-##-##	2003-##-##
7873	20	7609	1997-##-##	1997-##-##
2885	9	2667	1954-##-##	####-##-##
900	1	866	2015-##-##	####-##-##
1518	1	122	1790-##-##	1871-##-##
3175	14	3444	1969-##-##	1992-##-##
11354	22	9818	1994-##-##	1996-##-##
5504	20	6045	2013-##-##	2013-##-##
7269	17	6465	1938-##-##	1938-##-##
12356	22	11112	1979-##-##	1980-##-##
1795	3	1778	2007-##-##	####-##-##
5440	16	5441	2006-##-##	2006-##-##
2633	17	7326	1980-##-##	1980-##-##
11984	22	10142	2000-##-##	2001-##-##
12180	22	2999	2007-##-##	2008-##-##
7800	20	7805	1998-##-##	1998-##-##
10685	22	10686	2015-##-##	####-##-##
8907	20	8908	2002-##-##	2002-##-##
4675	14	3501	1995-##-##	2005-##-##
8760	17	5815	2001-##-##	2001-##-##
12068	22	9889	2007-##-##	2010-##-##
8365	20	6362	2004-##-##	2004-##-##
12477	22	11455	2012-##-##	2013-##-##
6982	17	6342	1997-##-##	1997-##-##
1187	1	953	1790-##-##	1871-##-##
9450	21	9457	1912-##-##	1912-##-##
5504	17	5909	2008-##-##	2008-##-##
11607	22	9816	1992-##-##	1993-##-##
5247	15	4971	2017-##-##	####-##-##
3951	14	3953	1954-##-##	1957-##-##
11538	22	5654	2008-##-##	2011-##-##
1939	15	5024	1940-##-##	####-##-##
10753	22	10754	2011-##-##	2013-##-##
8105	17	7051	1994-##-##	1994-##-##
11468	22	10565	2003-##-##	2004-##-##
12232	22	10087	2008-##-##	2009-##-##
4253	14	4254	2007-##-##	2010-##-##
100	0	101	1938-##-##	####-##-##
4052	14	4053	1981-##-##	1981-##-##
10672	22	10233	2003-##-##	2005-##-##
10928	22	10720	2013-##-##	####-##-##
12377	22	5650	1996-##-##	1998-##-##
5569	20	5722	2011-##-##	2011-##-##
8974	20	7473	1997-##-##	1997-##-##
387	1	326	1924-##-##	1925-##-##
4938	14	3455	2015-##-##	2017-##-##
11533	22	9889	2010-##-##	####-##-##
11521	22	11495	2012-##-##	2013-##-##
7312	20	6233	2009-##-##	2009-##-##
11431	22	10263	2005-##-##	2008-##-##
3582	14	3583	1973-##-##	1974-##-##
8454	22	10254	1989-##-##	1989-##-##
8925	17	6124	2011-##-##	2011-##-##
4494	14	3700	2007-##-##	2011-##-##
9814	22	9817	2002-##-##	2002-##-##
7945	17	6322	1994-##-##	1994-##-##
7857	20	5848	1998-##-##	1998-##-##
7378	20	7379	2006-##-##	2006-##-##
11798	22	10051	1998-##-##	1999-##-##
3816	17	6329	1989-##-##	1989-##-##
646	1	123	1871-##-##	####-##-##
11687	22	11153	2013-##-##	2013-##-##
8962	20	8152	1994-##-##	1994-##-##
5365	16	5366	2002-##-##	2002-##-##
3753	14	3734	1903-##-##	1906-##-##
9160	19	284	1490-##-##	1509-##-##
11904	22	10387	2003-##-##	2009-##-##
5431	16	5474	2009-##-##	2009-##-##
11869	22	10136	2002-##-##	2003-##-##
10739	22	10735	2005-##-##	2006-##-##
10872	22	9785	1990-##-##	2000-##-##
5812	20	5762	1965-##-##	1965-##-##
6255	17	6256	1989-##-##	1989-##-##
3322	13	3266	1997-##-##	####-##-##
2828	17	6311	1993-##-##	1993-##-##
922	1	865	####-##-##	2014-##-##
8692	20	6486	1968-##-##	1968-##-##
5181	15	5037	####-##-##	2015-##-##
5628	20	9050	1995-##-##	1995-##-##
7207	20	7092	1904-##-##	1904-##-##
6748	20	6037	2006-##-##	2006-##-##
2698	9	2493	1994-##-##	####-##-##
11261	22	10938	2007-##-##	2008-##-##
12394	22	10129	1991-##-##	2000-##-##
3852	14	3853	1966-##-##	1969-##-##
10544	22	10545	1997-##-##	2000-##-##
10937	22	10186	2013-##-##	2013-##-##
7148	17	7149	1998-##-##	1998-##-##
8105	20	7400	1994-##-##	1994-##-##
3065	10	2924	1981-##-##	1993-##-##
11688	22	11029	2008-##-##	2008-##-##
11683	22	9737	2004-##-##	2006-##-##
11823	22	10394	2000-##-##	2002-##-##
12267	22	9876	2001-##-##	2014-##-##
6808	17	6813	1970-##-##	1970-##-##
5445	20	5440	2014-##-##	2014-##-##
10425	22	10426	1980-##-##	1982-##-##
1493	1	123	1871-##-##	####-##-##
10324	22	10325	1993-##-##	1995-##-##
5107	15	4973	####-##-##	2016-##-##
303	1	304	2015-##-##	####-##-##
11172	22	10142	1981-##-##	1983-##-##
11737	22	9648	2002-##-##	2003-##-##
11441	22	10456	2008-##-##	2011-##-##
10402	22	10340	2010-##-##	2010-##-##
3193	20	5762	1947-##-##	1947-##-##
11666	22	11334	2007-##-##	2007-##-##
5639	16	5641	2001-##-##	2001-##-##
2898	9	2482	1947-##-##	####-##-##
11554	22	10930	1996-##-##	1997-##-##
12448	22	9937	2006-##-##	2009-##-##
5962	20	5968	2002-##-##	2002-##-##
6053	20	8080	2005-##-##	2005-##-##
11848	22	11530	2005-##-##	2005-##-##
5774	16	5780	2012-##-##	2012-##-##
252	1	122	1790-##-##	1871-##-##
12088	22	9931	1981-##-##	1984-##-##
5209	15	4971	2017-##-##	####-##-##
4606	14	3464	1999-##-##	2007-##-##
3531	14	3532	1988-##-##	1993-##-##
3302	13	3247	1969-##-##	####-##-##
11802	22	10022	1994-##-##	1994-##-##
11802	22	9544	1998-##-##	1999-##-##
788	1	636	1978-##-##	2004-##-##
3203	17	6710	2006-##-##	2006-##-##
2822	9	2529	1897-##-##	1934-##-##
11630	22	9591	2010-##-##	2011-##-##
12193	22	9707	2011-##-##	2014-##-##
11863	22	10008	2014-##-##	2016-##-##
12426	22	9608	2001-##-##	2001-##-##
11670	22	2157	1956-##-##	1957-##-##
3999	14	3456	2010-##-##	2015-##-##
3194	17	6653	1979-##-##	1979-##-##
8780	17	8781	2006-##-##	2006-##-##
4824	14	3446	1461-##-##	1463-##-##
12409	22	9541	2006-##-##	2006-##-##
5756	20	7780	2006-##-##	2006-##-##
3678	14	3512	1955-##-##	1963-##-##
11953	22	10986	2005-##-##	2005-##-##
12172	22	10178	1954-##-##	1957-##-##
10555	22	10078	2008-##-##	2008-##-##
6149	20	7939	1999-##-##	1999-##-##
11735	22	9700	1997-##-##	1999-##-##
2231	14	3667	1950-##-##	1951-##-##
9015	20	6764	2004-##-##	2004-##-##
5205	15	4973	####-##-##	2015-##-##
2809	17	5817	1878-##-##	####-##-##
9486	21	9489	2001-##-##	2001-##-##
2279	8	2274	2014-##-##	####-##-##
11901	22	9619	2012-##-##	2012-##-##
12492	22	9592	2004-##-##	2006-##-##
191	1	32	####-##-##	1721-##-##
9429	20	5762	1955-##-##	1955-##-##
1669	1	419	####-##-##	2015-##-##
2662	9	2486	1999-##-##	####-##-##
378	1	239	2015-##-##	####-##-##
7310	20	6786	2012-##-##	2012-##-##
10114	22	10117	1999-##-##	1999-##-##
6453	17	6012	1947-##-##	1947-##-##
588	17	5104	1974-##-##	1974-##-##
1876	4	1829	1999-##-##	1999-##-##
10693	22	9580	2008-##-##	2010-##-##
7864	17	6709	1989-##-##	1989-##-##
11768	22	11225	2010-##-##	2011-##-##
11777	22	9807	1987-##-##	1990-##-##
5149	15	5150	2010-##-##	####-##-##
12405	22	10774	2016-##-##	####-##-##
7574	17	6752	1972-##-##	1972-##-##
3684	14	3685	2005-##-##	2009-##-##
3135	17	6845	2005-##-##	2005-##-##
11598	22	10815	2008-##-##	2014-##-##
10841	22	9585	2001-##-##	2002-##-##
7167	20	7092	1949-##-##	1949-##-##
10775	22	9562	2012-##-##	2014-##-##
10002	22	9994	2011-##-##	####-##-##
11759	22	9920	2011-##-##	2013-##-##
6663	20	6678	2001-##-##	2001-##-##
12385	22	10505	2008-##-##	2008-##-##
5671	17	7090	2000-##-##	2000-##-##
9814	22	5651	2001-##-##	2007-##-##
573	15	5094	####-##-##	1873-##-##
10330	22	9556	2011-##-##	2012-##-##
10987	22	9798	1988-##-##	1990-##-##
1198	1	953	1790-##-##	1871-##-##
4999	15	5002	2005-##-##	2009-##-##
6968	20	6393	1972-##-##	1972-##-##
12067	22	9964	1989-##-##	1990-##-##
8467	17	7242	2016-##-##	2016-##-##
8239	20	8137	2013-##-##	2013-##-##
5991	17	5992	1979-##-##	1979-##-##
11918	22	9642	2002-##-##	2002-##-##
4673	14	3496	1891-##-##	1895-##-##
7674	17	6336	1995-##-##	1995-##-##
55	1	59	1945-##-##	1991-##-##
3571	14	3568	2015-##-##	####-##-##
5850	20	9311	2013-##-##	2013-##-##
3041	10	2975	1991-##-##	2008-##-##
7310	17	7311	2014-##-##	2014-##-##
10330	22	9750	2010-##-##	2011-##-##
10998	22	9659	2011-##-##	2011-##-##
5219	15	4973	####-##-##	2015-##-##
12159	22	10633	2008-##-##	2011-##-##
5118	15	4973	####-##-##	2016-##-##
7004	17	7005	2006-##-##	2006-##-##
12284	22	9809	2006-##-##	2006-##-##
11071	22	10184	1997-##-##	1998-##-##
11533	22	9974	2004-##-##	2004-##-##
1145	1	1142	1871-##-##	1920-##-##
4275	14	4276	1944-##-##	1954-##-##
2216	7	2206	2008-##-##	####-##-##
11882	22	10111	2008-##-##	2011-##-##
5479	16	5482	2011-##-##	2011-##-##
6624	17	6538	2009-##-##	2009-##-##
5850	20	8146	2013-##-##	2013-##-##
5266	15	4971	2016-##-##	####-##-##
11555	22	10297	2014-##-##	####-##-##
5596	16	5603	2011-##-##	2011-##-##
3508	14	3436	1940-##-##	1945-##-##
10988	22	9784	2012-##-##	2013-##-##
3300	13	3269	1984-##-##	####-##-##
11408	22	11357	2009-##-##	2010-##-##
12275	22	10774	2014-##-##	2015-##-##
769	1	28	####-##-##	1991-##-##
11043	22	9678	1996-##-##	1997-##-##
1451	1	1450	1997-##-##	####-##-##
6258	17	6229	2004-##-##	2004-##-##
11488	22	9990	1995-##-##	1996-##-##
4978	15	5010	2013-##-##	####-##-##
5357	15	4971	2016-##-##	####-##-##
4488	14	3937	1908-##-##	1912-##-##
6243	17	5818	1819-##-##	1819-##-##
9680	22	9681	2006-##-##	2007-##-##
4455	14	4894	1999-##-##	2000-##-##
7748	17	7749	1974-##-##	1974-##-##
12444	22	9614	2003-##-##	2004-##-##
11853	22	9886	2005-##-##	2006-##-##
7316	17	5836	1970-##-##	1970-##-##
12462	22	10707	2004-##-##	2005-##-##
2235	17	7363	1996-##-##	1996-##-##
11284	22	9639	2010-##-##	2012-##-##
11907	22	10632	2001-##-##	2002-##-##
8455	17	6288	1949-##-##	1949-##-##
4604	21	9468	1980-##-##	1980-##-##
5638	17	6637	2004-##-##	2004-##-##
9363	20	6706	1923-##-##	1923-##-##
7746	17	6910	1983-##-##	1983-##-##
629	1	28	1917-##-##	####-##-##
3151	14	3450	1985-##-##	1987-##-##
6609	22	10279	2013-##-##	2015-##-##
10023	22	9840	2014-##-##	####-##-##
11856	22	11857	1998-##-##	1999-##-##
4810	14	4443	1998-##-##	2008-##-##
5633	20	8314	2012-##-##	2012-##-##
8272	23	2975	####-##-##	1971-##-##
4601	17	6278	1988-##-##	1988-##-##
6796	20	6801	2010-##-##	2010-##-##
8749	20	7301	1956-##-##	1956-##-##
7849	20	6387	1994-##-##	1994-##-##
8817	17	6603	1974-##-##	1974-##-##
11331	22	9644	2013-##-##	2013-##-##
11888	22	9813	1979-##-##	1982-##-##
6312	22	9595	1996-##-##	2009-##-##
8820	20	6131	2012-##-##	2012-##-##
461	1	126	1871-##-##	1920-##-##
12257	22	9589	1987-##-##	1990-##-##
530	1	522	####-##-##	2015-##-##
12387	22	10930	2010-##-##	2011-##-##
12344	22	11832	2008-##-##	2009-##-##
4613	14	3847	1812-##-##	1813-##-##
11497	22	10810	1997-##-##	1997-##-##
10135	22	10101	1993-##-##	1994-##-##
1285	1	1210	1871-##-##	1920-##-##
7089	20	5841	1966-##-##	1966-##-##
605	1	606	1950-##-##	####-##-##
7355	20	6780	1960-##-##	1960-##-##
4791	14	3456	2010-##-##	2015-##-##
10706	22	10445	2002-##-##	2006-##-##
7566	20	7605	1985-##-##	1985-##-##
8907	20	6351	1990-##-##	1990-##-##
2428	20	5961	2007-##-##	2007-##-##
11555	22	10008	2010-##-##	2011-##-##
10586	22	10027	2013-##-##	2013-##-##
8585	20	7092	1965-##-##	1965-##-##
10970	22	10115	2010-##-##	2013-##-##
5181	15	5038	2015-##-##	####-##-##
8725	20	6675	2009-##-##	2009-##-##
6663	20	9204	2006-##-##	2006-##-##
10999	22	9564	2004-##-##	2005-##-##
8861	17	6236	1906-##-##	1906-##-##
11864	22	10027	2006-##-##	2007-##-##
7864	17	6188	1986-##-##	1986-##-##
12435	22	10593	2011-##-##	2012-##-##
6663	20	6671	2007-##-##	2007-##-##
8579	20	6364	1996-##-##	1996-##-##
8777	20	9265	2006-##-##	2006-##-##
10618	22	9756	2015-##-##	####-##-##
11794	22	9551	2002-##-##	2003-##-##
10968	22	9837	2012-##-##	2013-##-##
6968	20	6392	1975-##-##	1975-##-##
8522	20	9367	2009-##-##	2009-##-##
2030	6	2087	####-##-##	1538-##-##
4569	14	4570	1990-##-##	1990-##-##
3414	14	3416	1775-##-##	1788-##-##
2402	20	7473	1999-##-##	1999-##-##
8692	20	6486	1970-##-##	1970-##-##
12098	22	10848	2004-##-##	2005-##-##
12341	22	9807	2008-##-##	2010-##-##
11117	22	10291	2004-##-##	2008-##-##
11350	22	10714	2002-##-##	2003-##-##
12069	22	10715	2016-##-##	####-##-##
4756	14	3544	1763-##-##	1765-##-##
7222	17	6700	1931-##-##	1931-##-##
3582	14	3685	1979-##-##	1980-##-##
4013	17	6752	1986-##-##	1986-##-##
11843	22	5473	2005-##-##	2005-##-##
3425	14	3430	1893-##-##	1896-##-##
6814	17	6815	1990-##-##	1990-##-##
8579	20	6362	2004-##-##	2004-##-##
11752	22	9952	2003-##-##	2004-##-##
5455	16	5451	2003-##-##	2003-##-##
5350	15	4971	2016-##-##	####-##-##
12485	22	10632	2001-##-##	2001-##-##
3997	14	3454	2017-##-##	####-##-##
5708	16	5710	2008-##-##	2008-##-##
7156	17	7157	1924-##-##	1924-##-##
11430	22	10553	2004-##-##	2004-##-##
10871	22	10590	2012-##-##	2012-##-##
10080	22	5656	1998-##-##	1999-##-##
12425	22	10028	2007-##-##	2008-##-##
4698	14	4700	2014-##-##	####-##-##
12058	22	10069	1945-##-##	1946-##-##
3727	14	3728	1949-##-##	1953-##-##
527	1	529	2017-##-##	####-##-##
12414	22	11857	2008-##-##	2008-##-##
11953	22	10588	2013-##-##	2013-##-##
9144	18	1029	####-##-##	2016-##-##
4586	14	4587	1894-##-##	1903-##-##
8018	17	8020	1997-##-##	1997-##-##
4839	14	4798	2014-##-##	2016-##-##
798	1	591	1954-##-##	####-##-##
1543	1	148	1790-##-##	1968-##-##
10259	22	10260	2012-##-##	2013-##-##
2402	20	7473	1997-##-##	1997-##-##
12499	22	10179	2005-##-##	2006-##-##
113	6	29	1943-##-##	1991-##-##
9215	20	6763	2004-##-##	2004-##-##
11889	22	11336	2013-##-##	2015-##-##
6716	20	9374	1985-##-##	1985-##-##
2973	17	5410	1983-##-##	1983-##-##
3130	14	3437	1906-##-##	1918-##-##
1961	5	44	1993-##-##	####-##-##
2021	6	170	1945-##-##	####-##-##
4436	14	4273	1978-##-##	1986-##-##
4392	21	9468	1956-##-##	1956-##-##
11230	22	11180	2003-##-##	2003-##-##
11933	22	10029	1999-##-##	2000-##-##
4404	14	3495	1941-##-##	1945-##-##
11664	22	9712	1954-##-##	1958-##-##
7533	17	5762	1938-##-##	1938-##-##
12064	22	10588	2008-##-##	2010-##-##
11283	22	10548	2012-##-##	2012-##-##
4722	14	3715	1809-##-##	1813-##-##
8330	17	6249	1985-##-##	1985-##-##
11912	22	9744	2012-##-##	2012-##-##
12125	22	10583	1998-##-##	2003-##-##
4716	14	3447	1228-##-##	####-##-##
1745	17	6958	2012-##-##	2012-##-##
4559	17	6190	1954-##-##	1954-##-##
5271	15	4973	####-##-##	2016-##-##
6371	17	5836	1983-##-##	1983-##-##
11971	22	10604	2013-##-##	2014-##-##
2790	11	3149	2005-##-##	2005-##-##
12310	22	11197	1970-##-##	1975-##-##
8041	20	6257	1982-##-##	1982-##-##
9280	20	7804	1993-##-##	1993-##-##
2836	17	5818	1914-##-##	####-##-##
2235	17	6873	1995-##-##	1995-##-##
8106	17	7473	1989-##-##	1989-##-##
10722	22	9639	2011-##-##	2011-##-##
3276	13	3269	1984-##-##	####-##-##
10601	22	9827	1961-##-##	1968-##-##
11949	22	9822	2005-##-##	2006-##-##
1690	2	1671	2001-##-##	####-##-##
1693	2	1671	2010-##-##	####-##-##
161	1	163	1790-##-##	1968-##-##
12104	22	10062	2012-##-##	2012-##-##
11424	22	10263	2011-##-##	2011-##-##
8166	17	7039	1993-##-##	1993-##-##
5326	15	4971	2016-##-##	####-##-##
7879	17	8623	1994-##-##	1994-##-##
7888	20	6471	2006-##-##	2006-##-##
6661	20	5762	1950-##-##	1950-##-##
3175	14	4176	1974-##-##	1977-##-##
11131	22	10291	2012-##-##	2012-##-##
9294	23	12508	####-##-##	1943-##-##
10023	22	9970	2004-##-##	2005-##-##
268	9	2601	1996-##-##	####-##-##
11192	22	9859	2008-##-##	2013-##-##
11795	22	9741	2002-##-##	2003-##-##
1858	14	4519	1999-##-##	2008-##-##
1486	1	28	1956-##-##	1991-##-##
12079	22	9822	1996-##-##	1996-##-##
8761	17	6408	1985-##-##	1985-##-##
92	1	1091	1945-##-##	1959-##-##
8333	21	9443	1880-##-##	1880-##-##
415	1	416	####-##-##	2014-##-##
11738	22	10132	2012-##-##	2013-##-##
3159	17	5949	1954-##-##	1954-##-##
12193	22	10654	2007-##-##	2008-##-##
7644	17	7645	2003-##-##	2003-##-##
12062	22	10543	2005-##-##	2005-##-##
9197	20	6012	1927-##-##	1927-##-##
11032	22	10115	2013-##-##	2015-##-##
11516	22	10730	2012-##-##	2014-##-##
6524	17	6068	1920-##-##	1920-##-##
11812	22	10141	1993-##-##	1994-##-##
9497	21	9447	1922-##-##	1922-##-##
4827	14	3455	2015-##-##	2017-##-##
12045	22	10018	2006-##-##	2007-##-##
8873	17	6156	1996-##-##	1996-##-##
1851	9	2509	1959-##-##	####-##-##
4785	14	3473	1997-##-##	2001-##-##
7676	17	7334	2003-##-##	2003-##-##
7946	17	6515	2015-##-##	2015-##-##
12369	22	9594	1988-##-##	1988-##-##
5071	15	4971	2016-##-##	####-##-##
3055	17	7084	2011-##-##	2011-##-##
12158	22	9735	1934-##-##	1936-##-##
10432	22	10435	2015-##-##	2015-##-##
4036	14	3431	1993-##-##	1997-##-##
11377	22	9810	1991-##-##	1992-##-##
12112	22	10952	2000-##-##	2002-##-##
811	1	304	2015-##-##	####-##-##
6849	20	6852	1980-##-##	1980-##-##
2658	9	2494	1966-##-##	####-##-##
10586	22	10522	2015-##-##	####-##-##
11365	22	9912	1945-##-##	1958-##-##
10477	22	10028	2005-##-##	2006-##-##
6971	20	5984	1988-##-##	1988-##-##
11390	22	10776	2008-##-##	2010-##-##
7886	20	7838	1984-##-##	1984-##-##
10481	22	9807	2006-##-##	2008-##-##
7027	17	7029	2007-##-##	2007-##-##
5840	20	5665	1986-##-##	1986-##-##
3629	14	3457	2005-##-##	2010-##-##
1337	1	129	1790-##-##	1871-##-##
8643	22	10458	1973-##-##	1982-##-##
10312	22	9642	2009-##-##	####-##-##
11050	22	9698	2004-##-##	2005-##-##
8258	17	8268	2003-##-##	2003-##-##
10446	22	10299	1998-##-##	2000-##-##
169	1	173	1881-##-##	1918-##-##
8256	20	8706	2007-##-##	2007-##-##
10535	22	10537	2004-##-##	2004-##-##
1352	1	1142	1871-##-##	1920-##-##
7108	17	6869	1967-##-##	1967-##-##
11818	22	10288	2016-##-##	####-##-##
5551	16	5733	1981-##-##	1981-##-##
10410	22	9711	2014-##-##	2014-##-##
5786	20	7074	2000-##-##	2000-##-##
1358	1	1142	1871-##-##	1920-##-##
11719	22	9791	2009-##-##	2010-##-##
12374	22	11553	2002-##-##	2002-##-##
4434	14	3441	1862-##-##	1868-##-##
1810	3	1776	####-##-##	1971-##-##
12368	22	10505	2010-##-##	2012-##-##
5411	16	5537	1999-##-##	1999-##-##
8806	17	6915	1982-##-##	1982-##-##
9803	22	9555	2010-##-##	2011-##-##
9405	20	7301	1983-##-##	1983-##-##
8011	20	8012	2003-##-##	2003-##-##
8692	17	7158	2005-##-##	2005-##-##
7141	17	6700	1934-##-##	1934-##-##
7772	20	7775	2004-##-##	2004-##-##
11891	22	9572	2015-##-##	2015-##-##
4161	14	4032	1999-##-##	2005-##-##
11713	22	11714	2007-##-##	2007-##-##
12184	22	10826	2001-##-##	2001-##-##
4715	14	3498	1995-##-##	2000-##-##
6663	20	6666	2007-##-##	2007-##-##
2123	9	2618	1998-##-##	####-##-##
4764	21	9462	1833-##-##	####-##-##
8258	20	8266	2000-##-##	2000-##-##
12018	22	10025	2014-##-##	####-##-##
6849	20	6547	1971-##-##	1971-##-##
10702	22	10123	2001-##-##	2004-##-##
8565	20	7092	1954-##-##	1954-##-##
5919	17	5922	1975-##-##	1975-##-##
10768	22	9615	2008-##-##	2009-##-##
8999	20	8852	1952-##-##	1952-##-##
296	15	4983	####-##-##	2014-##-##
10693	22	10652	2010-##-##	2012-##-##
1588	6	29	1944-##-##	1991-##-##
8081	17	7887	2012-##-##	2012-##-##
8961	20	6322	1970-##-##	1970-##-##
7816	20	9304	2000-##-##	2000-##-##
2718	9	2482	1849-##-##	####-##-##
2460	8	2461	1973-##-##	1981-##-##
3240	12	1433	1997-##-##	####-##-##
10985	22	10986	2000-##-##	2004-##-##
12046	22	10656	2014-##-##	2015-##-##
10343	22	10345	1991-##-##	1993-##-##
12403	22	10250	2005-##-##	2006-##-##
9030	20	9270	1998-##-##	1998-##-##
5370	16	5398	2015-##-##	2015-##-##
3374	13	3269	1928-##-##	####-##-##
12351	22	11948	2014-##-##	####-##-##
9021	17	7348	2004-##-##	2004-##-##
4109	14	3450	2009-##-##	2013-##-##
6843	20	6207	1961-##-##	1961-##-##
7592	17	7398	1997-##-##	1997-##-##
9052	17	6048	2007-##-##	2007-##-##
5020	15	5021	2008-##-##	2011-##-##
12176	22	10810	2004-##-##	2004-##-##
7902	20	7903	1988-##-##	1988-##-##
10998	22	9934	2009-##-##	2014-##-##
763	1	496	2016-##-##	####-##-##
12323	22	10734	2016-##-##	####-##-##
8692	20	6486	1972-##-##	1972-##-##
8438	20	6780	1913-##-##	1913-##-##
945	1	275	####-##-##	2015-##-##
9076	20	6764	2000-##-##	2000-##-##
11713	22	11155	2000-##-##	2007-##-##
8281	20	5762	1955-##-##	1955-##-##
3178	17	5948	1930-##-##	1930-##-##
7870	20	7871	2003-##-##	2003-##-##
7050	17	7052	1974-##-##	1974-##-##
2857	17	7020	1992-##-##	1992-##-##
1017	1	863	####-##-##	2014-##-##
5531	17	6985	1993-##-##	1993-##-##
10617	22	9937	2015-##-##	####-##-##
7763	17	6604	1976-##-##	1976-##-##
10945	22	10274	2007-##-##	2008-##-##
992	1	123	1871-##-##	####-##-##
12477	22	9730	2005-##-##	2006-##-##
6255	17	5548	1989-##-##	1989-##-##
2597	20	7092	1961-##-##	1961-##-##
11830	22	11264	2007-##-##	2007-##-##
5192	15	5185	1969-##-##	1974-##-##
11394	22	9730	2004-##-##	2005-##-##
2470	20	7400	1981-##-##	1981-##-##
2671	17	6194	1816-##-##	1816-##-##
5504	20	6279	2009-##-##	2009-##-##
389	1	123	1871-##-##	####-##-##
2428	20	6852	2001-##-##	2001-##-##
9218	23	12508	####-##-##	1990-##-##
2119	6	2045	1799-##-##	####-##-##
8275	17	8276	2007-##-##	2007-##-##
12009	22	11903	1998-##-##	2000-##-##
3826	14	3785	1981-##-##	2006-##-##
1845	23	3043	1961-##-##	1966-##-##
10841	22	9586	2002-##-##	2004-##-##
11151	22	10470	2008-##-##	2008-##-##
11415	22	10510	2010-##-##	2010-##-##
6010	17	6017	1983-##-##	1983-##-##
1338	1	129	1920-##-##	####-##-##
10492	22	10097	2002-##-##	2002-##-##
12044	22	9808	2006-##-##	2007-##-##
12248	22	5653	1973-##-##	1976-##-##
12003	22	10644	2005-##-##	2005-##-##
11952	22	10118	1998-##-##	2000-##-##
8637	17	5946	2013-##-##	2013-##-##
1205	1	953	1920-##-##	####-##-##
11309	22	9679	1999-##-##	2008-##-##
1057	1	30	1764-##-##	1783-##-##
4305	14	3702	2006-##-##	2006-##-##
4500	14	4100	2012-##-##	####-##-##
2463	17	5596	1979-##-##	1979-##-##
5713	17	6063	2003-##-##	2003-##-##
6010	17	2871	1988-##-##	1988-##-##
9215	20	9216	2001-##-##	2001-##-##
8843	17	8534	2006-##-##	2006-##-##
